	0	1	2	3	4	5	6
0				Media		Historico	
244				230.8538126			
245				230.8538126			
246				230.8538126			
247				230.8538126			
248				230.8538126			
249				230.8538126			
250				230.8538126			
251				230.8538126			
252				230.8538126			
253				230.8538126			
254				230.8538126			
255				230.8538126			
256				230.8538126			
257				230.8538126			
258				230.8538126			
259				230.8538126			
260				230.8538126			
261				230.8538126			
262				230.8538126			
263				230.8538126			
264				230.8538126			
265				230.8538126			
266				230.8538126			
267				230.8538126			
268				230.8538126			
269				230.8538126			
270				230.8538126			
271				230.8538126			
272				230.8538126			
273				230.8538126			
274				230.8538126			
275				230.8538126			
276				230.8538126			
277				230.8538126			
278				230.8538126			
279				230.8538126			
280				230.8538126			
281				230.8538126			
282				230.8538126			
283				230.8538126			
284				230.8538126			
285				230.8538126			
286				230.8538126			
287				230.8538126			
288				230.8538126			
289				230.8538126			
290				230.8538126			
291				230.8538126			
292				230.8538126			
293				230.8538126			
294				230.8538126			
295				230.8538126			
296				230.8538126			
297				230.8538126			
298				230.8538126			
299				230.8538126			
300				230.8538126			
301				230.8538126			
302				230.8538126			
303				230.8538126			
304				230.8538126			
305				230.8538126			
306				230.8538126			
307				230.8538126			
308				230.8538126			
309				230.8538126			
310				230.8538126			
311				230.8538126			
312				230.8538126			
313				230.8538126			
314				230.8538126			
315				230.8538126			
316				230.8538126			
317				230.8538126			
318				230.8538126			
319				230.8538126			
320				230.8538126			
321				230.8538126			
322				230.8538126			
323				230.8538126			
324				230.8538126			
325				230.8538126			
326				230.8538126			
327				230.8538126			
328				230.8538126			
329				230.8538126			
330				230.8538126			
331				230.8538126			
332				230.8538126			
333				230.8538126			
334				230.8538126			
335				230.8538126			
336				230.8538126			
337				230.8538126			
338				230.8538126			
339				230.8538126			
340				230.8538126			
341				230.8538126			
342				230.8538126			
343				230.8538126			
344				230.8538126			
345				230.8538126			
346				230.8538126			
347				230.8538126			
348				230.8538126			
349				230.8538126			
350				230.8538126			
351				230.8538126			
352				230.8538126			
353				230.8538126			
354				230.8538126			
355				230.8538126			
356				230.8538126			
357				230.8538126			
358				230.8538126			
359				230.8538126			
360				230.8538126			
361				230.8538126			
362				230.8538126			
363				230.8538126			
364				230.8538126			
365				230.8538126			
366				230.8538126			
367				230.8538126			
368				230.8538126			
369				230.8538126			
370				230.8538126			
371				230.8538126			
372				230.8538126			
373				230.8538126			
374				230.8538126			
375				230.8538126			
376				230.8538126			
377				230.8538126			
378				230.8538126			
379				230.8538126			
380				230.8538126			
381				230.8538126			
382				230.8538126			
383				230.8538126			
384				230.8538126			
385				230.8538126			
386				230.8538126			
387				230.8538126			
388				230.8538126			
389				230.8538126			
390				230.8538126			
391				230.8538126			
392				230.8538126			
393				230.8538126			
394				230.8538126			
395				230.8538126			
396				230.8538126			
397				230.8538126			
398				230.8538126			
399				230.8538126			
400				230.8538126			
401				230.8538126			
402				230.8538126			
403				230.8538126			
404				230.8538126			
405				230.8538126			
406				230.8538126			
407				230.8538126			
408				230.8538126			
409				230.8538126			
410				230.8538126			
411				230.8538126			
412				230.8538126			
413				230.8538126			
414				230.8538126			
415				230.8538126			
416				230.8538126			
417				230.8538126			
418				230.8538126			
419				230.8538126			
420				230.8538126			
421				230.8538126			
422				230.8538126			
423				230.8538126			
424				230.8538126			
425				230.8538126			
426				230.8538126			
427				230.8538126			
428				230.8538126			
429				230.8538126			
430				230.8538126			
431				230.8538126			
432				230.8538126			
433				230.8538126			
434				230.8538126			
435				230.8538126			
436				230.8538126			
437				230.8538126			
438				230.8538126			
439				230.8538126			
440				230.8538126			
441				230.8538126			
442				230.8538126			
443				230.8538126			
444				230.8538126			
445				230.8538126			
446				230.8538126			
447				230.8538126			
448				230.8538126			
449				230.8538126			
450				230.8538126			
451				230.8538126			
452				230.8538126			
453				230.8538126			
454				230.8538126			
455				230.8538126			
456				230.8538126			
457				230.8538126			
458				230.8538126			
459				230.8538126			
460				230.8538126			
461				230.8538126			
462				230.8538126			
463				230.8538126			
464				230.8538126			
465				230.8538126			
466				230.8538126			
467				230.8538126			
468				230.8538126			
469				230.8538126			
470				230.8538126			
471				230.8538126			
472				230.8538126			
473				230.8538126			
474				230.8538126			
475				230.8538126			
476				230.8538126			
477				230.8538126			
478				230.8538126			
479				230.8538126			
480				230.8538126			
481				230.8538126			
482				230.8538126			
483				230.8538126			
484				230.8538126			
485				230.8538126			
486				230.8538126			
487				230.8538126			
488				230.8538126			
489				230.8538126			
490				230.8538126			
491				230.8538126			
492				230.8538126			
493				230.8538126			
494				230.8538126			
495				230.8538126			
496				230.8538126			
497				230.8538126			
498				230.8538126			
499				230.8538126			
500				230.8538126			
501				230.8538126			
502				230.8538126			
503				230.8538126			
504				230.8538126			
505				230.8538126			
506				230.8538126			
507				230.8538126			
508				230.8538126			
509				230.8538126			
510				230.8538126			
511				230.8538126			
512				230.8538126			
513				230.8538126			
514				230.8538126			
515				230.8538126			
516				230.8538126			
517				230.8538126			
518				230.8538126			
519				230.8538126			
520				230.8538126			
521				230.8538126			
522				230.8538126			
523				230.8538126			
524				230.8538126			
525				230.8538126			
526				230.8538126			
527				230.8538126			
528				230.8538126			
529				230.8538126			
530				230.8538126			
531				230.8538126			
532				230.8538126			
533				230.8538126			
534				230.8538126			
535				230.8538126			
536				230.8538126			
537				230.8538126			
538				230.8538126			
539				230.8538126			
540				230.8538126			
541				230.8538126			
542				230.8538126			
543				230.8538126			
544				230.8538126			
545				230.8538126			
546				230.8538126			
547				230.8538126			
548				230.8538126			
549				230.8538126			
550				230.8538126			
551				230.8538126			
552				230.8538126			
553				230.8538126			
554				230.8538126			
555				230.8538126			
556				230.8538126			
557				230.8538126			
558				230.8538126			
559				230.8538126			
560				230.8538126			
561				230.8538126			
562				230.8538126			
563				230.8538126			
564				230.8538126			
565				230.8538126			
566				230.8538126			
567				230.8538126			
568				230.8538126			
569				230.8538126			
570				230.8538126			
571				230.8538126			
572				230.8538126			
573				230.8538126			
574				230.8538126			
575				230.8538126			
576				230.8538126			
577				230.8538126			
578				230.8538126			
579				230.8538126			
580				230.8538126			
581				230.8538126			
582				230.8538126			
583				230.8538126			
584				230.8538126			
585				230.8538126			
586				230.8538126			
587				230.8538126			
588				230.8538126			
589				230.8538126			
590				230.8538126			
591				230.8538126			
592				230.8538126			
593				230.8538126			
594				230.8538126			
595				230.8538126			
596				230.8538126			
597				230.8538126			
598				230.8538126			
599				230.8538126			
600				230.8538126			
601				230.8538126			
602				230.8538126			
603				230.8538126			
604				230.8538126			
605				230.8538126			
606				230.8538126			
607				230.8538126			
608				230.8538126			
609				230.8538126			
610				230.8538126			
611				230.8538126			
612				230.8538126			
613				230.8538126			
614				230.8538126			
615				230.8538126			
616				230.8538126			
617				230.8538126			
618				230.8538126			
619				230.8538126			
620				230.8538126			
621				230.8538126			
622				230.8538126			
623				230.8538126			
624				230.8538126			
625				230.8538126			
626				230.8538126			
627				230.8538126			
628				230.8538126			
629				230.8538126			
630				230.8538126			
631				230.8538126			
632				230.8538126			
633				230.8538126			
634				230.8538126			
635				230.8538126			
636				230.8538126			
637				230.8538126			
638				230.8538126			
639				230.8538126			
640				230.8538126			
641				230.8538126			
642				230.8538126			
643				230.8538126			
644				230.8538126			
645				230.8538126			
646				230.8538126			
647				230.8538126			
648				230.8538126			
649				230.8538126			
650				230.8538126			
651				230.8538126			
652				230.8538126			
653				230.8538126			
654				230.8538126			
655				230.8538126			
656				230.8538126			
657				230.8538126			
658				230.8538126			
659				230.8538126			
660				230.8538126			
661				230.8538126			
662				230.8538126			
663				230.8538126			
664				230.8538126			
665				230.8538126			
666				230.8538126			
667				230.8538126			
668				230.8538126			
669				230.8538126			
670				230.8538126			
671				230.8538126			
672				230.8538126			
673				230.8538126			
674				230.8538126			
675				230.8538126			
676				230.8538126			
677				230.8538126			
678				230.8538126			
679				230.8538126			
680				230.8538126			
681				230.8538126			
682				230.8538126			
683				230.8538126			
684				230.8538126			
685				230.8538126			
686				230.8538126			
687				230.8538126			
688				230.8538126			
689				230.8538126			
690				230.8538126			
691				230.8538126			
692				230.8538126			
693				230.8538126			
694				230.8538126			
695				230.8538126			
696				230.8538126			
697				230.8538126			
698				230.8538126			
699				230.8538126			
700				230.8538126			
701				230.8538126			
702				230.8538126			
703				230.8538126			
704				230.8538126			
705				230.8538126			
706				230.8538126			
707				230.8538126			
708				230.8538126			
709				230.8538126			
710				230.8538126			
711				230.8538126			
712				230.8538126			
713				230.8538126			
714				230.8538126			
715				230.8538126			
716				230.8538126			
717				230.8538126			
718				230.8538126			
719				230.8538126			
720				230.8538126			
721				230.8538126			
722				230.8538126			
723				230.8538126			
724				230.8538126			
725				230.8538126			
726				230.8538126			
727				230.8538126			
728				230.8538126			
729				230.8538126			
730				230.8538126			
731				230.8538126			
732				230.8538126			
733				230.8538126			
734				230.8538126			
735				230.8538126			
736				230.8538126			
737				230.8538126			
738				230.8538126			
739				230.8538126			
740				230.8538126			
741				230.8538126			
742				230.8538126			
743				230.8538126			
744				230.8538126			
745				230.8538126			
746				230.8538126			
747				230.8538126			
748				230.8538126			
749				230.8538126			
750				230.8538126			
751				230.8538126			
752				230.8538126			
753				230.8538126			
754				230.8538126			
755				230.8538126			
756				230.8538126			
757				230.8538126			
758				230.8538126			
759				230.8538126			
760				230.8538126			
761				230.8538126			
762				230.8538126			
763				230.8538126			
764				230.8538126			
765				230.8538126			
766				230.8538126			
767				230.8538126			
768				230.8538126			
769				230.8538126			
770				230.8538126			
771				230.8538126			
772				230.8538126			
773				230.8538126			
774				230.8538126			
775				230.8538126			
776				230.8538126			
777				230.8538126			
778				230.8538126			
779				230.8538126			
780				230.8538126			
781				230.8538126			
782				230.8538126			
783				230.8538126			
784				230.8538126			
785				230.8538126			
786				230.8538126			
787				230.8538126			
788				230.8538126			
789				230.8538126			
790				230.8538126			
791				230.8538126			
792				230.8538126			
793				230.8538126			
794				230.8538126			
795				230.8538126			
796				230.8538126			
797				230.8538126			
798				230.8538126			
799				230.8538126			
800				230.8538126			
801				230.8538126			
802				230.8538126			
803				230.8538126			
804				230.8538126			
805				230.8538126			
806				230.8538126			
807				230.8538126			
808				230.8538126			
809				230.8538126			
810				230.8538126			
811				230.8538126			
812				230.8538126			
813				230.8538126			
814				230.8538126			
815				230.8538126			
816				230.8538126			
817				230.8538126			
818				230.8538126			
819				230.8538126			
820				230.8538126			
821				230.8538126			
822				230.8538126			
823				230.8538126			
824				230.8538126			
825				230.8538126			
826				230.8538126			
827				230.8538126			
828				230.8538126			
829				230.8538126			
830				230.8538126			
831				230.8538126			
832				230.8538126			
833				230.8538126			
834				230.8538126			
835				230.8538126			
836				230.8538126			
837				230.8538126			
838				230.8538126			
839				230.8538126			
840				230.8538126			
841				230.8538126			
842				230.8538126			
843				230.8538126			
844				230.8538126			
845				230.8538126			
846				230.8538126			
847				230.8538126			
848				230.8538126			
849				230.8538126			
850				230.8538126			
851				230.8538126			
852				230.8538126			
853				230.8538126			
854				230.8538126			
855				230.8538126			
856				230.8538126			
857				230.8538126			
858				230.8538126			
859				230.8538126			
860				230.8538126			
861				230.8538126			
862				230.8538126			
863				230.8538126			
864				230.8538126			
865				230.8538126			
866				230.8538126			
867				230.8538126			
868				230.8538126			
869				230.8538126			
870				230.8538126			
871				230.8538126			
872				230.8538126			
873				230.8538126			
874				230.8538126			
875				230.8538126			
876				230.8538126			
877				230.8538126			
878				230.8538126			
879				230.8538126			
880				230.8538126			
881				230.8538126			
882				230.8538126			
883				230.8538126			
884				230.8538126			
885				230.8538126			
886				230.8538126			
887				230.8538126			
888				230.8538126			
889				230.8538126			
890				230.8538126			
891				230.8538126			
892				230.8538126			
893				230.8538126			
894				230.8538126			
895				230.8538126			
896				230.8538126			
897				230.8538126			
898				230.8538126			
899				230.8538126			
900				230.8538126			
901				230.8538126			
902				230.8538126			
903				230.8538126			
904				230.8538126			
905				230.8538126			
906				230.8538126			
907				230.8538126			
908				230.8538126			
909				230.8538126			
910				230.8538126			
911				230.8538126			
912				230.8538126			
913				230.8538126			
914				230.8538126			
915				230.8538126			
916				230.8538126			
917				230.8538126			
918				230.8538126			
919				230.8538126			
920				230.8538126			
921				230.8538126			
922				230.8538126			
923				230.8538126			
924				230.8538126			
925				230.8538126			
926				230.8538126			
927				230.8538126			
928				230.8538126			
929				230.8538126			
930				230.8538126			
931				230.8538126			
932				230.8538126			
933				230.8538126			
934				230.8538126			
935				230.8538126			
936				230.8538126			
937				230.8538126			
938				230.8538126			
939				230.8538126			
940				230.8538126			
941				230.8538126			
942				230.8538126			
943				230.8538126			
944				230.8538126			
945				230.8538126			
946				230.8538126			
947				230.8538126			
948				230.8538126			
949				230.8538126			
950				230.8538126			
951				230.8538126			
952				230.8538126			
953				230.8538126			
954				230.8538126			
955				230.8538126			
956				230.8538126			
957				230.8538126			
958				230.8538126			
959				230.8538126			
960				230.8538126			
961				230.8538126			
962				230.8538126			
963				230.8538126			
964				230.8538126			
965				230.8538126			
966				230.8538126			
967				230.8538126			
968				230.8538126			
969				230.8538126			
970				230.8538126			
971				230.8538126			
972				230.8538126			
973				230.8538126			
974				230.8538126			
975				230.8538126			
976				230.8538126			
977				230.8538126			
978				230.8538126			
979				230.8538126			
980				230.8538126			
981				230.8538126			
982				230.8538126			
983				230.8538126			
984				230.8538126			
985				230.8538126			
986				230.8538126			
987				230.8538126			
988				230.8538126			
989				230.8538126			
990				230.8538126			
991				230.8538126			
992				230.8538126			
993				230.8538126			
994				230.8538126			
995				230.8538126			
996				230.8538126			
997				230.8538126			
998				230.8538126			
999				230.8538126			
1000				230.8538126			
1001				230.8538126			
1002				230.8538126			
1003				230.8538126			
1004				230.8538126			
1005				230.8538126			
1006				230.8538126			
1007				230.8538126			
1008				230.8538126			
1009				230.8538126			
1010				230.8538126			
1011				230.8538126			
1012				230.8538126			
1013				230.8538126			
1014				230.8538126			
1015				230.8538126			
1016				230.8538126			
1017				230.8538126			
1018				230.8538126			
1019				230.8538126			
1020				230.8538126			
1021				230.8538126			
1022				230.8538126			
1023				230.8538126			
1024				230.8538126			
1025				230.8538126			
1026				230.8538126			
1027				230.8538126			
1028				230.8538126			
1029				230.8538126			
1030				230.8538126			
1031				230.8538126			
1032				230.8538126			
1033				230.8538126			
1034				230.8538126			
1035				230.8538126			
1036				230.8538126			
1037				230.8538126			
1038				230.8538126			
1039				230.8538126			
1040				230.8538126			
1041				230.8538126			
1042				230.8538126			
1043				230.8538126			
1044				230.8538126			
1045				230.8538126			
1046				230.8538126			
1047				230.8538126			
1048				230.8538126			
1049				230.8538126			
1050				230.8538126			
1051				230.8538126			
1052				230.8538126			
1053				230.8538126			
1054				230.8538126			
1055				230.8538126			
1056				230.8538126			
1057				230.8538126			
1058				230.8538126			
1059				230.8538126			
1060				230.8538126			
1061				230.8538126			
1062				230.8538126			
1063				230.8538126			
1064				230.8538126			
1065				230.8538126			
1066				230.8538126			
1067				230.8538126			
1068				230.8538126			
1069				230.8538126			
1070				230.8538126			
1071				230.8538126			
1072				230.8538126			
1073				230.8538126			
1074				230.8538126			
1075				230.8538126			
1076				230.8538126			
1077				230.8538126			
1078				230.8538126			
1079				230.8538126			
1080				230.8538126			
1081				230.8538126			
1082				230.8538126			
1083				230.8538126			
1084				230.8538126			
1085				230.8538126			
1086				230.8538126			
1087				230.8538126			
1088				230.8538126			
1089				230.8538126			
1090				230.8538126			
1091				230.8538126			
1092				230.8538126			
1093				230.8538126			
1094				230.8538126			
1095				230.8538126			
1096				230.8538126			
1097				230.8538126			
1098				230.8538126			
1099				230.8538126			
1100				230.8538126			
1101				230.8538126			
1102				230.8538126			
1103				230.8538126			
1104				230.8538126			
1105				230.8538126			
1106				230.8538126			
1107				230.8538126			
1108				230.8538126			
1109				230.8538126			
1110				230.8538126			
1111				230.8538126			
1112				230.8538126			
1113				230.8538126			
1114				230.8538126			
1115				230.8538126			
1116				230.8538126			
1117				230.8538126			
1118				230.8538126			
1119				230.8538126			
1120				230.8538126			
1121				230.8538126			
1122				230.8538126			
1123				230.8538126			
1124				230.8538126			
1125				230.8538126			
1126				230.8538126			
1127				230.8538126			
1128				230.8538126			
1129				230.8538126			
1130				230.8538126			
1131				230.8538126			
1132				230.8538126			
1133				230.8538126			
1134				230.8538126			
1135				230.8538126			
1136				230.8538126			
1137				230.8538126			
1138				230.8538126			
1139				230.8538126			
1140				230.8538126			
1141				230.8538126			
1142				230.8538126			
1143				230.8538126			
1144				230.8538126			
1145				230.8538126			
1146				230.8538126			
1147				230.8538126			
1148				230.8538126			
1149				230.8538126			
1150				230.8538126			
1151				230.8538126			
1152				230.8538126			
1153				230.8538126			
1154				230.8538126			
1155				230.8538126			
1156				230.8538126			
1157				230.8538126			
1158				230.8538126			
1159				230.8538126			
1160				230.8538126			
1161				230.8538126			
1162				230.8538126			
1163				230.8538126			
1164				230.8538126			
1165				230.8538126			
1166				230.8538126			
1167				230.8538126			
1168				230.8538126			
1169				230.8538126			
1170				230.8538126			
1171				230.8538126			
1172				230.8538126			
1173				230.8538126			
1174				230.8538126			
1175				230.8538126			
1176				230.8538126			
1177				230.8538126			
1178				230.8538126			
1179				230.8538126			
1180				230.8538126			
1181				230.8538126			
1182				230.8538126			
1183				230.8538126			
1184				230.8538126			
1185				230.8538126			
1186				230.8538126			
1187				230.8538126			
1188				230.8538126			
1189				230.8538126			
1190				230.8538126			
1191				230.8538126			
1192				230.8538126			
1193				230.8538126			
1194				230.8538126			
1195				230.8538126			
1196				230.8538126			
1197				230.8538126			
1198				230.8538126			
1199				230.8538126			
1200				230.8538126			
1201				230.8538126			
1202				230.8538126			
1203				230.8538126			
1204				230.8538126			
1205				230.8538126			
1206				230.8538126			
1207				230.8538126			
1208				230.8538126			
1209				230.8538126			
1210				230.8538126			
1211				230.8538126			
1212				230.8538126			
1213				230.8538126			
1214				230.8538126			
1215				230.8538126			
1216				230.8538126			
1217				230.8538126			
1218				230.8538126			
1219				230.8538126			
1220				230.8538126			
1221				230.8538126			
1222				230.8538126			
1223				230.8538126			
1224				230.8538126			
1225				230.8538126			
1226				230.8538126			
1227				230.8538126			
1228				230.8538126			
1229				230.8538126			
1230				230.8538126			
1231				230.8538126			
1232				230.8538126			
1233				230.8538126			
1234				230.8538126			
1235				230.8538126			
1236				230.8538126			
1237				230.8538126			
1238				230.8538126			
1239				230.8538126			
1240				230.8538126			
1241				230.8538126			
1242				230.8538126			
1243				230.8538126			
1244				230.8538126			
1245				230.8538126			
1246				230.8538126			
1247				230.8538126			
1248				230.8538126			
1249				230.8538126			
1250				230.8538126			
1251				230.8538126			
1252				230.8538126			
1253				230.8538126			
1254				230.8538126			
1255				230.8538126			
1256				230.8538126			
1257				230.8538126			
1258				230.8538126			
1259				230.8538126			
1260				230.8538126			
1261				230.8538126			
1262				230.8538126			
1263				230.8538126			
1264				230.8538126			
1265				230.8538126			
1266				230.8538126			
1267				230.8538126			
1268				230.8538126			
1269				230.8538126			
1270				230.8538126			
1271				230.8538126			
1272				230.8538126			
1273				230.8538126			
1274				230.8538126			
1275				230.8538126			
1276				230.8538126			
1277				230.8538126			
1278				230.8538126			
1279				230.8538126			
1280				230.8538126			
1281				230.8538126			
1282				230.8538126			
1283				230.8538126			
1284				230.8538126			
1285				230.8538126			
1286				230.8538126			
1287				230.8538126			
1288				230.8538126			
1289				230.8538126			
1290				230.8538126			
1291				230.8538126			
1292				230.8538126			
1293				230.8538126			
1294				230.8538126			
1295				230.8538126			
1296				230.8538126			
1297				230.8538126			
1298				230.8538126			
1299				230.8538126			
1300				230.8538126			
1301				230.8538126			
1302				230.8538126			
1303				230.8538126			
1304				230.8538126			
1305				230.8538126			
1306				230.8538126			
1307				230.8538126			
1308				230.8538126			
1309				230.8538126			
1310				230.8538126			
1311				230.8538126			
1312				230.8538126			
1313				230.8538126			
1314				230.8538126			
1315				230.8538126			
1316				230.8538126			
1317				230.8538126			
1318				230.8538126			
1319				230.8538126			
1320				230.8538126			
1321				230.8538126			
1322				230.8538126			
1323				230.8538126			
1324				230.8538126			
1325				230.8538126			
1326				230.8538126			
1327				230.8538126			
1328				230.8538126			
1329				230.8538126			
1330				230.8538126			
1331				230.8538126			
1332				230.8538126			
1333				230.8538126			
1334				230.8538126			
1335				230.8538126			
1336				230.8538126			
1337				230.8538126			
1338				230.8538126			
1339				230.8538126			
1340				230.8538126			
1341				230.8538126			
1342				230.8538126			
1343				230.8538126			
1344				230.8538126			
1345				230.8538126			
1346				230.8538126			
1347				230.8538126			
1348				230.8538126			
1349				230.8538126			
1350				230.8538126			
1351				230.8538126			
1352				230.8538126			
1353				230.8538126			
1354				230.8538126			
1355				230.8538126			
1356				230.8538126			
1357				230.8538126			
1358				230.8538126			
1359				230.8538126			
1360				230.8538126			
1361				230.8538126			
1362				230.8538126			
1363				230.8538126			
1364				230.8538126			
1365				230.8538126			
1366				230.8538126			
1367				230.8538126			
1368				230.8538126			
1369				230.8538126			
1370				230.8538126			
1371				230.8538126			
1372				230.8538126			
1373				230.8538126			
1374				230.8538126			
1375				230.8538126			
1376				230.8538126			
1377				230.8538126			
1378				230.8538126			
1379				230.8538126			
1380				230.8538126			
1381				230.8538126			
1382				230.8538126			
1383				230.8538126			
1384				230.8538126			
1385				230.8538126			
1386				230.8538126			
1387				230.8538126			
1388				230.8538126			
1389				230.8538126			
1390				230.8538126			
1391				230.8538126			
1392				230.8538126			
1393				230.8538126			
1394				230.8538126			
1395				230.8538126			
1396				230.8538126			
1397				230.8538126			
1398				230.8538126			
1399				230.8538126			
1400				230.8538126			
1401				230.8538126			
1402				230.8538126			
1403				230.8538126			
1404				230.8538126			
1405				230.8538126			
1406				230.8538126			
1407				230.8538126			
1408				230.8538126			
1409				230.8538126			
1410				230.8538126			
1411				230.8538126			
1412				230.8538126			
1413				230.8538126			
1414				230.8538126			
1415				230.8538126			
1416				230.8538126			
1417				230.8538126			
1418				230.8538126			
1419				230.8538126			
1420				230.8538126			
1421				230.8538126			
1422				230.8538126			
1423				230.8538126			
1424				230.8538126			
1425				230.8538126			
1426				230.8538126			
1427				230.8538126			
1428				230.8538126			
1429				230.8538126			
1430				230.8538126			
1431				230.8538126			
1432				230.8538126			
1433				230.8538126			
1434				230.8538126			
1435				230.8538126			
1436				230.8538126			
1437				230.8538126			
1438				230.8538126			
1439				230.8538126			
1440				230.8538126			
1441				230.8538126			
1442				230.8538126			
1443				230.8538126			
1444				230.8538126			
1445				230.8538126			
1446				230.8538126			
1447				230.8538126			
1448				230.8538126			
1449				230.8538126			
1450				230.8538126			
1451				230.8538126			
1452				230.8538126			
1453				230.8538126			
1454				230.8538126			
1455				230.8538126			
1456				230.8538126			
1457				230.8538126			
1458				230.8538126			
1459				230.8538126			
1460				230.8538126			
1461				230.8538126			
1462				230.8538126			
1463				230.8538126			
1464				230.8538126			
1465				230.8538126			
1466				230.8538126			
1467				230.8538126			
1468				230.8538126			
1469				230.8538126			
1470				230.8538126			
1471				230.8538126			
1472				230.8538126			
1473				230.8538126			
1474				230.8538126			
1475				230.8538126			
1476				230.8538126			
1477				230.8538126			
1478				230.8538126			
1479				230.8538126			
1480				230.8538126			
